President,Date,Approve,X.1
Reagan,85 Jul 12-15,63,Jul 1985
Reagan,85 Aug 13-15,65,Aug 1985
Reagan,85 Aug 16-19,57,Aug 1985
Reagan,85 Sep 13-16,60,Sep 1985
Reagan,85 Oct 11-14,63,Oct 1985
Reagan,85 Nov 1-4,62,Nov 1985
Reagan,85 Nov 11-18,65,Nov 1985
Reagan,85 Dec 6-9,63,Dec 1985
Reagan,86 Jan 10-13,64,Jan 1986
Reagan,86 Mar 4-10,63,Mar 1986
Reagan,86 Apr 11-14,62,Apr 1986
Reagan,86 May 16-19,68,May 1986
Reagan,86 Jun 6-9,61,Jun 1986
Reagan,86 Jun 9-16,64,Jun 1986
Reagan,86 Jul 11-14,63,Jul 1986
Reagan,86 Aug 8-11,61,Aug 1986
Reagan,86 Sep 12-15,61,Sep 1986
Reagan,86 Sep 13-17,63,Sep 1986
Reagan,86 Oct 24-27,63,Oct 1986
Reagan,86 Dec 4-5,47,Dec 1986
Reagan,86 Dec 5-8,48,Dec 1986
Reagan,87 Jan 16-19,48,Jan 1987
Reagan,87 Mar 6-9,43,Mar 1987
Reagan,87 Mar 14-18,47,Mar 1987
Reagan,87 Apr 10-13,48,Apr 1987
Reagan,87 Jun 5-8,47,Jun 1987
Reagan,87 Jun 8-14,53,Jun 1987
Reagan,87 Jul 10-13,49,Jul 1987
Reagan,87 Aug 7-10,45,Aug 1987
Reagan,87 Aug 24-Sep 2,49,Aug 1987
Reagan,87 Oct 23-26,51,Oct 1987
Reagan,87 Dec 4-7,49,Dec 1987
Reagan,88 Jan 22-25,49,Jan 1988
Reagan,88 Mar 4-6,50,Mar 1988
Reagan,88 Mar 8-12,51,Mar 1988
Reagan,88 Apr 8-11,50,Apr 1988
Reagan,88 May 2-8,50,May 1988
Reagan,88 May 13-22,48,May 1988
Reagan,88 Jun 10-13,51,Jun 1988
Reagan,88 Jun 24-27,48,Jun 1988
Reagan,88 Jul 1-7,51,Jul 1988
Reagan,88 Jul 15-18,54,Jul 1988
Reagan,88 Aug 19-22,53,Aug 1988
Reagan,88 Sep 25-Oct 1,54,Sep 1988
Reagan,88 Oct 21-24,51,Oct 1988
Reagan,88 Nov 11-14,57,Nov 1988
Reagan,88 Dec 27-29,63,Dec 1988
